"ntau","D","pe"
9900,1.36,0.911172432724925
10000,1.36,0.910451510433505
10100,1.36,0.909702262342637
10200,1.36,0.908924266470171
10300,1.36,0.908116757829421
10400,1.36,0.907279460093865
10500,1.36,0.906704487493145
10600,1.36,0.905816522255811
10700,1.36,0.904897525166623
10800,1.36,0.904267212912913
10900,1.36,0.903295401564558
11000,1.36,0.902291226779835
11100,1.36,0.90160353952773
11200,1.36,0.90054425706654
11300,1.36,0.899819332210321
11400,1.36,0.899079226232878
11500,1.36,0.897940235541432
11600,1.36,0.897161438062191
11700,1.36,0.896367025975509
11800,1.36,0.895145018346371
11900,1.36,0.894310209888078
12000,1.36,0.893458990177884
12100,1.36,0.892591172279076
12200,1.36,0.891257907842528
12300,1.36,0.890347757757882
12400,1.36,0.889420332491738
12500,1.36,0.888475432043368
12600,1.36,0.88751285345423
12700,1.36,0.886532390789292
12800,1.36,0.885533835118995
12900,1.36,0.884516810693758
13000,1.36,0.883481428814854
13100,1.36,0.882427308997387
13200,1.36,0.881354230167618
13300,1.36,0.880261968178194
13400,1.36,0.879150295794894
13500,1.36,0.878018982684336
13600,1.36,0.877445888026936
13700,1.36,0.876284835675097
13800,1.36,0.875103391119361
13900,1.36,0.873901475120872
14000,1.36,0.872678843276865
14100,1.36,0.872059681676621
14200,1.36,0.870805349292487
14300,1.36,0.869529836630137
14400,1.36,0.868232727899949
14500,1.36,0.867575994323632
14600,1.36,0.866246005651262
14700,1.36,0.864893768523283
14800,1.36,0.86420922363898
14900,1.36,0.862823113209947
15000,1.36,0.861414082250509
15100,1.36,0.860700885968654
15200,1.36,0.859256958884661
15300,1.36,0.858526158331734
15400,1.36,0.857046707371122
15500,1.36,0.8562979860499
15600,1.36,0.854782214701305
15700,1.36,0.853242132691189
15800,1.36,0.852462825359035
15900,1.36,0.850885494547424
16000,1.36,0.850087397106035
16100,1.36,0.848472307535252
16200,1.36,0.847655083873136
16300,1.36,0.846831409674935
16400,1.36,0.845164557494236
16500,1.36,0.844321302970778
16600,1.36,0.84261494435893
16700,1.36,0.841751762657815
16800,1.36,0.840005199116338
16900,1.36,0.839121738615569
17000,1.36,0.838231439568626
17100,1.36,0.836430166641831
17200,1.36,0.835518958346425
17300,1.36,0.834600905323699
17400,1.36,0.832743641732148
17500,1.36,0.831804349850009
17600,1.36,0.830857896772557
17700,1.36,0.828943342692061
17800,1.36,0.827975159140756
17900,1.36,0.826999649302142
18000,1.36,0.825026484051002
18100,1.36,0.824028744927666
18200,1.36,0.823023512100503
18300,1.36,0.822010743370903
18400,1.36,0.819962428750686
18500,1.36,0.818926797812124
18600,1.36,0.817883460881128
18700,1.36,0.816832375126033
18800,1.36,0.814706785232698
18900,1.36,0.813632194856745
19000,1.36,0.812549533321724
19100,1.36,0.811459056469949
19200,1.36,0.810360720433377
19300,1.36,0.80813954990468
19400,1.36,0.807016777743864
19500,1.36,0.80588582254718
19600,1.36,0.804746640383712
19700,1.36,0.803599187245741
19800,1.36,0.802443419053027
19900,1.36,0.801279291657195
20000,1.36,0.798925782349042
20100,1.36,0.797736311840245
20200,1.36,0.796538304944898
20300,1.36,0.795331717243472
20400,1.36,0.794116504276885
20500,1.36,0.792892621551654
20600,1.36,0.791660024545178
20700,1.36,0.790418668711119
20800,1.36,0.789168509484921
20900,1.36,0.786641602540706
21000,1.36,0.785364621050267
21100,1.36,0.784078802000037
21200,1.36,0.782783956663738
21300,1.36,0.781480040490206
21400,1.36,0.780167008952141
21500,1.36,0.778844817552638
21600,1.36,0.777513421831863
21700,1.36,0.776172777373851
21800,1.36,0.774822839813453
21900,1.36,0.773463564843424
22000,1.36,0.772094908221644
22100,1.36,0.770716825778497
22200,1.36,0.769329273424381
22300,1.36,0.767932207157381
22400,1.36,0.766525583071079
22500,1.36,0.765109357362518
22600,1.36,0.763683486340327
22700,1.36,0.762247926432992
22800,1.36,0.760802634197285
22900,1.36,0.759347566326853
23000,1.36,0.757882818760006
23100,1.36,0.75640806947637
23200,1.36,0.754923415551008
23300,1.36,0.753428814314178
23400,1.36,0.751924084381625
23500,1.36,0.750409460874498
23600,1.36,0.750409460874498
23700,1.36,0.748884763180027
23800,1.36,0.74734994941566
23900,1.36,0.745804977920434
24000,1.36,0.74424980726524
24100,1.36,0.742684396263266
24200,1.36,0.741108703980625
24300,1.36,0.739522689747155
24400,1.36,0.737926313167407
24500,1.36,0.736319534131819
24600,1.36,0.734702312828066
24700,1.36,0.734702312828066
24800,1.36,0.733074609752606
24900,1.36,0.731436385722411
25000,1.36,0.729787601886888
25100,1.36,0.728128219739991
25200,1.36,0.726458201132529
25300,1.36,0.724777508284662
25400,1.36,0.724777508284662
25500,1.36,0.723086103798603
25600,1.36,0.721383950671506
25700,1.36,0.719671012308559
25800,1.36,0.717947252536278
25900,1.36,0.716212635615996
26000,1.36,0.714466994436771
26100,1.36,0.714466994436771
26200,1.36,0.712710557512034
26300,1.36,0.71094315897226
26400,1.36,0.709164764957091
26500,1.36,0.707375342111506
26600,1.36,0.707375342111506
26700,1.36,0.705574857600549
26800,1.36,0.703763279124257
26900,1.36,0.701940574932806
27000,1.36,0.700106713841857
27100,1.36,0.700106713841857
27200,1.36,0.698261665248123
27300,1.36,0.696405399145145
27400,1.36,0.694537886139276
27500,1.36,0.692659097465883
27600,1.36,0.692659097465883
27700,1.36,0.690769132132567
27800,1.36,0.688867707582196
27900,1.36,0.686954925012348
28000,1.36,0.685030758340724
28100,1.36,0.685030758340724
28200,1.36,0.683095182198252
28300,1.36,0.681148171946574
28400,1.36,0.679189703695748
28500,1.36,0.679189703695748
28600,1.36,0.677219754322168
28700,1.36,0.675238301486688
28800,1.36,0.673245323652978
28900,1.36,0.673245323652978
29000,1.36,0.671240676369199
29100,1.36,0.669224587018289
29200,1.36,0.669224587018289
29300,1.36,0.667196913066511
29400,1.36,0.665157636376562
29500,1.36,0.663106739708881
29600,1.36,0.663106739708881
29700,1.36,0.661044206741274
29800,1.36,0.658970022088748
29900,1.36,0.656884171323547
30000,1.36,0.656884171323547
30100,1.36,0.654786640995406
30200,1.36,0.652677418652001
30300,1.36,0.652677418652001
30400,1.36,0.650556492859613
30500,1.36,0.648423853223984
30600,1.36,0.648423853223984
30700,1.36,0.646279490411385
30800,1.36,0.644123396169876
30900,1.36,0.641955563350767
31000,1.36,0.641955563350767
31100,1.36,0.639775985930267
31200,1.36,0.63758465903134
31300,1.36,0.63758465903134
31400,1.36,0.635381578945732
31500,1.36,0.6331667431562
31600,1.36,0.6331667431562
31700,1.36,0.630940150358918
31800,1.36,0.628701800486064
31900,1.36,0.628701800486064
32000,1.36,0.626451694728593
32100,1.36,0.624189835559169
32200,1.36,0.624189835559169
32300,1.36,0.621916112171073
32400,1.36,0.619630758713706
32500,1.36,0.619630758713706
32600,1.36,0.617333667188145
32700,1.36,0.617333667188145
32800,1.36,0.615024845426728
32900,1.36,0.612704302660696
33000,1.36,0.612704302660696
33100,1.36,0.610372049544099
33200,1.36,0.608028098177843
33300,1.36,0.608028098177843
33400,1.36,0.605672462133883
33500,1.36,0.603305267440923
33600,1.36,0.603305267440923
33700,1.36,0.600926307894881
33800,1.36,0.600926307894881
33900,1.36,0.59853571346018
34000,1.36,0.59613350383747
34100,1.36,0.59613350383747
34200,1.36,0.5937197003213
34300,1.36,0.5937197003213
34400,1.36,0.591294325825027
34500,1.36,0.588857404905828
34600,1.36,0.588857404905828
34700,1.36,0.586408963789792
34800,1.36,0.583949030397107
34900,1.36,0.583949030397107
35000,1.36,0.581477634367313
35100,1.36,0.581477634367313
35200,1.36,0.578994807084633
35300,1.36,0.578994807084633
35400,1.36,0.576500581703357
35500,1.36,0.573994993173278
35600,1.36,0.573994993173278
35700,1.36,0.571478078265179
35800,1.36,0.571478078265179
35900,1.36,0.568949875596343
36000,1.36,0.566410321311808
36100,1.36,0.566410321311808
36200,1.36,0.563859666458547
36300,1.36,0.563859666458547
36400,1.36,0.561297851035016
36500,1.36,0.561297851035016
36600,1.36,0.558724921300069
36700,1.36,0.556140925486829
36800,1.36,0.556140925486829
36900,1.36,0.553545913828197
37000,1.36,0.553545913828197
37100,1.36,0.550939938582341
37200,1.36,0.550939938582341
37300,1.36,0.548323054058125
37400,1.36,0.545695316640483
37500,1.36,0.545695316640483
37600,1.36,0.543056784815723
37700,1.36,0.543056784815723
37800,1.36,0.540407519196741
37900,1.36,0.540407519196741
38000,1.36,0.537747582548147
38100,1.36,0.537747582548147
38200,1.36,0.535077039811269
38300,1.36,0.535077039811269
38400,1.36,0.532395958129042
38500,1.36,0.529704406870763
38600,1.36,0.529704406870763
38700,1.36,0.527002457656685
38800,1.36,0.527002457656685
38900,1.36,0.524290184382451
39000,1.36,0.524290184382451
39100,1.36,0.521567663243342
39200,1.36,0.521567663243342
39300,1.36,0.518834972758339
39400,1.36,0.518834972758339
39500,1.36,0.516092193793961
39600,1.36,0.516092193793961
39700,1.36,0.513339409587885
39800,1.36,0.513339409587885
39900,1.36,0.510576705772323
40000,1.36,0.510576705772323
40100,1.36,0.507804170397125
40200,1.36,0.507804170397125
40300,1.36,0.50502180088758
40400,1.36,0.50502180088758
40500,1.36,0.5022298763956
40600,1.36,0.5022298763956
40700,1.36,0.499428399230764
40800,1.36,0.499428399230764
40900,1.36,0.496617558689661
41000,1.36,0.496617558689661
41100,1.36,0.493797271674086
41200,1.36,0.493797271674086
41300,1.36,0.490967733433934
41400,1.36,0.490967733433934
41500,1.36,0.488129049564184
41600,1.36,0.488129049564184
41700,1.36,0.485281328250849
41800,1.36,0.485281328250849
41900,1.36,0.482424680290934
42000,1.36,0.482424680290934
42100,1.36,0.479559219111943
42200,1.36,0.479559219111943
42300,1.36,0.476685060790912
42400,1.36,0.476685060790912
42500,1.36,0.473802324072963
42600,1.36,0.473802324072963
42700,1.36,0.470911130389336
42800,1.36,0.470911130389336
42900,1.36,0.468011603874891
43000,1.36,0.468011603874891
43100,1.36,0.465103871385061
43200,1.36,0.465103871385061
43300,1.36,0.462188062512211
43400,1.36,0.462188062512211
43500,1.36,0.459264309601415
43600,1.36,0.459264309601415
43700,1.36,0.459264309601415
43800,1.36,0.45633274776559
43900,1.36,0.45633274776559
44000,1.36,0.453393514899997
44100,1.36,0.453393514899997
44200,1.36,0.450446751696058
44300,1.36,0.450446751696058
44400,1.36,0.447492601654483
44500,1.36,0.447492601654483
44600,1.36,0.444531211097677
44700,1.36,0.444531211097677
44800,1.36,0.441562729181389
44900,1.36,0.441562729181389
45000,1.36,0.441562729181389
45100,1.36,0.438587227016448
45200,1.36,0.438587227016448
45300,1.36,0.435605021396454
45400,1.36,0.435605021396454
45500,1.36,0.432616188993784
45600,1.36,0.432616188993784
45700,1.36,0.429620890398367
45800,1.36,0.429620890398367
45900,1.36,0.429620890398367
46000,1.36,0.426619289079679
46100,1.36,0.426619289079679
46200,1.36,0.423611551393381
46300,1.36,0.423611551393381
46400,1.36,0.420597846587035
46500,1.36,0.420597846587035
46600,1.36,0.41757834680485
46700,1.36,0.41757834680485
46800,1.36,0.41757834680485
46900,1.36,0.414553227091459
47000,1.36,0.414553227091459
47100,1.36,0.411522665394675
47200,1.36,0.411522665394675
47300,1.36,0.408486842567211
47400,1.36,0.408486842567211
47500,1.36,0.408486842567211
47600,1.36,0.405445942367334
47700,1.36,0.405445942367334
47800,1.36,0.402400151458426
47900,1.36,0.402400151458426
48000,1.36,0.399349659407415
48100,1.36,0.399349659407415
48200,1.36,0.399349659407415
48300,1.36,0.396294658682063
48400,1.36,0.396294658682063
48500,1.36,0.393235344647067
48600,1.36,0.393235344647067
48700,1.36,0.393235344647067
48800,1.36,0.39017191555896
48900,1.36,0.39017191555896
49000,1.36,0.387104572559765
49100,1.36,0.387104572559765
49200,1.36,0.387104572559765
49300,1.36,0.384033519669389
49400,1.36,0.384033519669389
49500,1.36,0.380958963776725
49600,1.36,0.380958963776725
49700,1.36,0.377881114629428
49800,1.36,0.377881114629428
49900,1.36,0.377881114629428
50000,1.36,0.374800184824672
0,1.38,0
100,1.38,0
200,1.38,0
300,1.38,0
400,1.38,0
500,1.38,0
600,1.38,0
700,1.38,0
800,1.38,0
900,1.38,0
1000,1.38,0
1100,1.38,0
1200,1.38,0
1300,1.38,0
1400,1.38,0
1500,1.38,0
1600,1.38,0
1700,1.38,0
1800,1.38,0
1900,1.38,0
2000,1.38,0
2100,1.38,0
2200,1.38,0
2300,1.38,0
2400,1.38,0
2500,1.38,0
2600,1.38,0
2700,1.38,0
2800,1.38,0
2900,1.38,0
3000,1.38,0
3100,1.38,0
3200,1.38,0
3300,1.38,0
3400,1.38,0
3500,1.38,0
3600,1.38,0
3700,1.38,0
3800,1.38,0
3900,1.38,0
4000,1.38,0
4100,1.38,0
4200,1.38,0
4300,1.38,0
4400,1.38,0
4500,1.38,0
4600,1.38,0
4700,1.38,0
4800,1.38,0
4900,1.38,0
5000,1.38,0
5100,1.38,0
5200,1.38,0
5300,1.38,0
5400,1.38,0
5500,1.38,0
5600,1.38,0
5700,1.38,0
5800,1.38,0
5900,1.38,0
6000,1.38,0
6100,1.38,0
6200,1.38,0
6300,1.38,0
6400,1.38,0.918844740758921
6500,1.38,0.921867604228053
6600,1.38,0.923505593689475
6700,1.38,0.924513884022782
6800,1.38,0.925214887498161
6900,1.38,0.925625793787318
7000,1.38,0.925901477476912
7100,1.38,0.926029911238072
7200,1.38,0.926051676260143
7300,1.38,0.92598407158946
7400,1.38,0.925835158424973
7500,1.38,0.925603533316833
7600,1.38,0.925346506771919
7700,1.38,0.925030157367797
7800,1.38,0.924653474567447
7900,1.38,0.924215212536503
8000,1.38,0.923819758008857
8100,1.38,0.923268374989562
8200,1.38,0.922780554724149
8300,1.38,0.922250597220156
8400,1.38,0.921677790846467
8500,1.38,0.921061220482394
8600,1.38,0.920569847811288
8700,1.38,0.919875277693864
8800,1.38,0.919134906661333
8900,1.38,0.918549051671615
9000,1.38,0.917726423406355
9100,1.38,0.917077658274948
9200,1.38,0.916401673556034
9300,1.38,0.915697548031164
9400,1.38,0.914965022659461
9500,1.38,0.914203656841998
9600,1.38,0.913412997655605
9700,1.38,0.91259257964394
9800,1.38,0.91174175668717
9900,1.38,0.910860371171361
10000,1.38,0.909947753131808
10100,1.38,0.90900338487114
10200,1.38,0.908355905220535
10300,1.38,0.907357432479285
10400,1.38,0.906325761975675
10500,1.38,0.90561925825626
10600,1.38,0.904531152921811
10700,1.38,0.903786204019742
10800,1.38,0.902639682564068
10900,1.38,0.901855503404618
11000,1.38,0.901055241766318
11100,1.38,0.899824279095777
11200,1.38,0.898982975157937
11300,1.38,0.898124911867142
11400,1.38,0.897249888927849
11500,1.38,0.895905109362264
11600,1.38,0.89498679051368
11700,1.38,0.894050620231229
11800,1.38,0.893096714712928
11900,1.38,0.892124691608752
12000,1.38,0.891134329961304
12100,1.38,0.890125405550835
12200,1.38,0.889097690874852
12300,1.38,0.888050955128521
12400,1.38,0.886985127156862
12500,1.38,0.885899642067726
12600,1.38,0.884794423506453
12700,1.38,0.883669227280421
12800,1.38,0.882523642354643
12900,1.38,0.881357743278916
13000,1.38,0.880171113579769
13100,1.38,0.87896349544098
13200,1.38,0.878351734200445
13300,1.38,0.877112142482841
13400,1.38,0.875850902743765
13500,1.38,0.874567745114718
13600,1.38,0.87326239627041
13700,1.38,0.872601313782417
13800,1.38,0.871262158061891
13900,1.38,0.869900112674847
14000,1.38,0.869210417292993
14100,1.38,0.86781334006647
14200,1.38,0.866392812865996
14300,1.38,0.86567360385476
14400,1.38,0.864217109610294
14500,1.38,0.862736264036395
14600,1.38,0.861986615062191
14700,1.38,0.860468831702289
14800,1.38,0.859700461917573
14900,1.38,0.858144731462584
15000,1.38,0.857357292596391
15100,1.38,0.855763070529559
15200,1.38,0.854956207882584
15300,1.38,0.853322779197421
15400,1.38,0.852496132478291
15500,1.38,0.850822613558826
15600,1.38,0.849975816347794
15700,1.38,0.848261783904801
15800,1.38,0.847394465581222
15900,1.38,0.845639015530569
16000,1.38,0.84475079954174
16100,1.38,0.843855533082966
16200,1.38,0.842043678135233
16300,1.38,0.84112700386812
16400,1.38,0.840203107578359
16500,1.38,0.838333475355139
16600,1.38,0.837387652184793
16700,1.38,0.835473772309338
16800,1.38,0.834505627316476
16900,1.38,0.833529953144349
17000,1.38,0.831555838832538
17100,1.38,0.830557155702202
17200,1.38,0.829550916952198
17300,1.38,0.828536924571624
17400,1.38,0.826485497318239
17500,1.38,0.825447971271107
17600,1.38,0.824402660603479
17700,1.38,0.82334921587312
17800,1.38,0.821218196181085
17900,1.38,0.820140528646983
18000,1.38,0.819054694057069
18100,1.38,0.81796064580737
18200,1.38,0.815747721314451
18300,1.38,0.814628751276728
18400,1.38,0.81350137999826
18500,1.38,0.812365560312673
18600,1.38,0.811221244953567
18700,1.38,0.810068386558921
18800,1.38,0.80773685076406
18900,1.38,0.806557929611137
19000,1.38,0.805370423192362
19100,1.38,0.804174135656028
19200,1.38,0.802969019165415
19300,1.38,0.801755025822286
19400,1.38,0.800532107672257
19500,1.38,0.798059304886262
19600,1.38,0.796809324110812
19700,1.38,0.795550226261123
19800,1.38,0.794281963186995
19900,1.38,0.793004486716982
20000,1.38,0.791717748664689
20100,1.38,0.790421700835209
20200,1.38,0.789116295031695
20300,1.38,0.78780148306209
20400,1.38,0.786477216745991
20500,1.38,0.78514344792167
20600,1.38,0.783800128453245
20700,1.38,0.782447210238005
20800,1.38,0.781084645213882
20900,1.38,0.779712385367093
21000,1.38,0.778330382739933
21100,1.38,0.776938445902625
21200,1.38,0.775536956332274
21300,1.38,0.774125437033427
21400,1.38,0.772703983849112
21500,1.38,0.77127254922468
21600,1.38,0.769831085711786
21700,1.38,0.768379545977357
21800,1.38,0.766917882812736
21900,1.38,0.765446049143003
22000,1.38,0.763963998036473
22100,1.38,0.76247168271438
22200,1.38,0.760969056560743
22300,1.38,0.759456073132418
22400,1.38,0.757932686169338
22500,1.38,0.756398849604941
22600,1.38,0.754854517576799
22700,1.38,0.753299644437426
22800,1.38,0.751734184765297
22900,1.38,0.750158093376056
23000,1.38,0.748571325333926
23100,1.38,0.746973835963324
23200,1.38,0.745365580860674
23300,1.38,0.745365580860674
23400,1.38,0.743746378759873
23500,1.38,0.742116459756296
23600,1.38,0.740475643564871
23700,1.38,0.738823886992416
23800,1.38,0.737161147179968
23900,1.38,0.735487381615865
24000,1.38,0.73380254814904
24100,1.38,0.732106605002537
24200,1.38,0.732106605002537
24300,1.38,0.73039951078725
24400,1.38,0.728681224515876
24500,1.38,0.726951705617103
24600,1.38,0.725210913950012
24700,1.38,0.723458809818713
24800,1.38,0.721695353987207
24900,1.38,0.721695353987207
25000,1.38,0.719920507694479
25100,1.38,0.71813423266982
25200,1.38,0.716336491148385
25300,1.38,0.714527245886981
25400,1.38,0.714527245886981
25500,1.38,0.712706460180094
25600,1.38,0.710874097876148
25700,1.38,0.709030253640233
25800,1.38,0.707174631135516
25900,1.38,0.705307197223553
26000,1.38,0.705307197223553
26100,1.38,0.703428177537189
26200,1.38,0.70153740939579
26300,1.38,0.69963486032634
26400,1.38,0.69963486032634
26500,1.38,0.697720498530301
26600,1.38,0.695794292901807
26700,1.38,0.693856213046095
26800,1.38,0.691906229298184
26900,1.38,0.691906229298184
27000,1.38,0.689944312741795
27100,1.38,0.687970435228525
27200,1.38,0.685984569397256
27300,1.38,0.685984569397256
27400,1.38,0.683986688693817
27500,1.38,0.681976767390888
27600,1.38,0.679954780608156
27700,1.38,0.679954780608156
27800,1.38,0.677920704332702
27900,1.38,0.675874515439653
28000,1.38,0.67381619171306
28100,1.38,0.67381619171306
28200,1.38,0.671745711867031
28300,1.38,0.669663055567104
28400,1.38,0.667568203451862
28500,1.38,0.667568203451862
28600,1.38,0.665461137154789
28700,1.38,0.66334183932637
28800,1.38,0.66334183932637
28900,1.38,0.661210293656423
29000,1.38,0.659066363122341
29100,1.38,0.659066363122341
29200,1.38,0.656910276905609
29300,1.38,0.654741900382918
29400,1.38,0.652561221629564
29500,1.38,0.652561221629564
29600,1.38,0.65036822987539
29700,1.38,0.64816291552852
29800,1.38,0.64816291552852
29900,1.38,0.645945270199318
30000,1.38,0.643715286724572
30100,1.38,0.643715286724572
30200,1.38,0.641472959191902
30300,1.38,0.639218282964373
30400,1.38,0.639218282964373
30500,1.38,0.636951254705339
30600,1.38,0.634671872403485
30700,1.38,0.634671872403485
30800,1.38,0.632380135398082
30900,1.38,0.630076044404444
31000,1.38,0.630076044404444
31100,1.38,0.627759601539583
31200,1.38,0.625430810348066
31300,1.38,0.625430810348066
31400,1.38,0.623089790183433
31500,1.38,0.62073631793592
31600,1.38,0.62073631793592
31700,1.38,0.618370516825025
31800,1.38,0.615992396367784
31900,1.38,0.615992396367784
32000,1.38,0.613601967640815
32100,1.38,0.613601967640815
32200,1.38,0.611199243307231
32300,1.38,0.608784125271368
32400,1.38,0.608784125271368
32500,1.38,0.606356854086589
32600,1.38,0.603917335079001
32700,1.38,0.603917335079001
32800,1.38,0.601465587530071
32900,1.38,0.601465587530071
33000,1.38,0.599001632444632
33100,1.38,0.596525492578663
33200,1.38,0.596525492578663
33300,1.38,0.594037192467183
33400,1.38,0.594037192467183
33500,1.38,0.591536758452254
33600,1.38,0.589024218711088
33700,1.38,0.589024218711088
33800,1.38,0.586499603284251
33900,1.38,0.586499603284251
34000,1.38,0.583962944103939
34100,1.38,0.58141427502234
34200,1.38,0.58141427502234
34300,1.38,0.578853631840058
34400,1.38,0.578853631840058
34500,1.38,0.576281052334595
34600,1.38,0.573696576288869
34700,1.38,0.573696576288869
34800,1.38,0.571100245519777
34900,1.38,0.571100245519777
35000,1.38,0.568492103906774
35100,1.38,0.568492103906774
35200,1.38,0.565872197420476
35300,1.38,0.563240574151247
35400,1.38,0.563240574151247
35500,1.38,0.560597284337793
35600,1.38,0.560597284337793
35700,1.38,0.557942380395719
35800,1.38,0.557942380395719
35900,1.38,0.555275916946054
36000,1.38,0.555275916946054
36100,1.38,0.552597848906076
36200,1.38,0.549908439257912
36300,1.38,0.549908439257912
36400,1.38,0.54720764748672
36500,1.38,0.54720764748672
36600,1.38,0.544495537319348
36700,1.38,0.544495537319348
36800,1.38,0.541772174829686
36900,1.38,0.541772174829686
37000,1.38,0.539037628466683
37100,1.38,0.539037628466683
37200,1.38,0.536291969082233
37300,1.38,0.533535269958902
37400,1.38,0.533535269958902
37500,1.38,0.530767606837494
37600,1.38,0.530767606837494
37700,1.38,0.527989057944425
37800,1.38,0.527989057944425
37900,1.38,0.525199704018898
38000,1.38,0.525199704018898
38100,1.38,0.52239962833986
38200,1.38,0.52239962833986
38300,1.38,0.519588916752708
38400,1.38,0.519588916752708
38500,1.38,0.51676775251934
38600,1.38,0.51676775251934
38700,1.38,0.513936036163912
38800,1.38,0.513936036163912
38900,1.38,0.511093957102116
39000,1.38,0.511093957102116
39100,1.38,0.508241611706912
39200,1.38,0.508241611706912
39300,1.38,0.505379099047053
39400,1.38,0.505379099047053
39500,1.38,0.502506520911963
39600,1.38,0.502506520911963
39700,1.38,0.499623981836243
39800,1.38,0.499623981836243
39900,1.38,0.496731589123772
40000,1.38,0.496731589123772
40100,1.38,0.493829452871392
40200,1.38,0.493829452871392
40300,1.38,0.490917595451602
40400,1.38,0.490917595451602
40500,1.38,0.48799631378505
40600,1.38,0.48799631378505
40700,1.38,0.485065635861747
40800,1.38,0.485065635861747
40900,1.38,0.482125683178033
41000,1.38,0.482125683178033
41100,1.38,0.479176580134505
41200,1.38,0.479176580134505
41300,1.38,0.476218454056685
41400,1.38,0.476218454056685
41500,1.38,0.473251435215108
41600,1.38,0.473251435215108
41700,1.38,0.470275656844783
41800,1.38,0.470275656844783
41900,1.38,0.467291255164021
42000,1.38,0.467291255164021
42100,1.38,0.467291255164021
42200,1.38,0.464298369392602
42300,1.38,0.464298369392602
42400,1.38,0.46129714176924
42500,1.38,0.46129714176924
42600,1.38,0.458287717568334
42700,1.38,0.458287717568334
42800,1.38,0.455270245115973
42900,1.38,0.455270245115973
43000,1.38,0.452244875805155
43100,1.38,0.452244875805155
43200,1.38,0.449211764110217
43300,1.38,0.449211764110217
43400,1.38,0.449211764110217
43500,1.38,0.44617106760042
43600,1.38,0.44617106760042
43700,1.38,0.443122946952678
43800,1.38,0.443122946952678
43900,1.38,0.440067565963392
44000,1.38,0.440067565963392
44100,1.38,0.437005091559366
44200,1.38,0.437005091559366
44300,1.38,0.437005091559366
44400,1.38,0.433935693807768
44500,1.38,0.433935693807768
44600,1.38,0.43085954592511
44700,1.38,0.43085954592511
44800,1.38,0.427776824285216
44900,1.38,0.427776824285216
45000,1.38,0.424687630080386
45100,1.38,0.424687630080386
45200,1.38,0.424687630080386
45300,1.38,0.421592302889599
45400,1.38,0.421592302889599
45500,1.38,0.418490950075563
45600,1.38,0.418490950075563
45700,1.38,0.415383760699672
45800,1.38,0.415383760699672
45900,1.38,0.415383760699672
46000,1.38,0.412270927004168
46100,1.38,0.412270927004168
46200,1.38,0.409152644413366
46300,1.38,0.409152644413366
46400,1.38,0.409152644413366
46500,1.38,0.406029111533641
46600,1.38,0.406029111533641
46700,1.38,0.402900530152144
46800,1.38,0.402900530152144
46900,1.38,0.399767105234225
47000,1.38,0.399767105234225
47100,1.38,0.399767105234225
47200,1.38,0.396629044919505
47300,1.38,0.396629044919505
47400,1.38,0.39348663277013
47500,1.38,0.39348663277013
47600,1.38,0.39348663277013
47700,1.38,0.390339937895443
47800,1.38,0.390339937895443
47900,1.38,0.387189251033415
48000,1.38,0.387189251033415
48100,1.38,0.387189251033415
48200,1.38,0.384034792953736
48300,1.38,0.384034792953736
48400,1.38,0.380876787559586
48500,1.38,0.380876787559586
48600,1.38,0.380876787559586
48700,1.38,0.37771546187501
48800,1.38,0.37771546187501
48900,1.38,0.374551046030718
49000,1.38,0.374551046030718
49100,1.38,0.374551046030718
49200,1.38,0.371383773248296
49300,1.38,0.371383773248296
49400,1.38,0.368213879822768
49500,1.38,0.368213879822768
49600,1.38,0.368213879822768
49700,1.38,0.365041605103506
49800,1.38,0.365041605103506
49900,1.38,0.361867191474429
50000,1.38,0.361867191474429
0,1.4,0
100,1.4,0
200,1.4,0
300,1.4,0
400,1.4,0
500,1.4,0
600,1.4,0
700,1.4,0
800,1.4,0
900,1.4,0
1000,1.4,0
1100,1.4,0
1200,1.4,0
1300,1.4,0
1400,1.4,0
1500,1.4,0
1600,1.4,0
1700,1.4,0
1800,1.4,0
1900,1.4,0
2000,1.4,0
2100,1.4,0
2200,1.4,0
2300,1.4,0
2400,1.4,0
2500,1.4,0
2600,1.4,0
2700,1.4,0
2800,1.4,0
2900,1.4,0
3000,1.4,0
3100,1.4,0
3200,1.4,0
3300,1.4,0
3400,1.4,0
3500,1.4,0
3600,1.4,0
3700,1.4,0
3800,1.4,0
3900,1.4,0
4000,1.4,0
4100,1.4,0
4200,1.4,0
4300,1.4,0
4400,1.4,0
4500,1.4,0
4600,1.4,0
4700,1.4,0
4800,1.4,0
4900,1.4,0
5000,1.4,0
5100,1.4,0
5200,1.4,0
5300,1.4,0
5400,1.4,0
5500,1.4,0
5600,1.4,0
5700,1.4,0
5800,1.4,0
5900,1.4,0
6000,1.4,0.925511383855067
6100,1.4,0.927623651447783
6200,1.4,0.928856670345241
6300,1.4,0.929636740877105
6400,1.4,0.930092814226515
6500,1.4,0.93035805634162
6600,1.4,0.930488804549802
6700,1.4,0.930491262500458
6800,1.4,0.930386681106541
6900,1.4,0.930210131460218
7000,1.4,0.929952079782767
7100,1.4,0.92967345671084
7200,1.4,0.929335938998991
7300,1.4,0.928938257305466
7400,1.4,0.928479758971939
7500,1.4,0.927958701152072
7600,1.4,0.927496059510571
7700,1.4,0.926859187520645
7800,1.4,0.926302203049952
7900,1.4,0.925702050845986
